abstract,abstract_source,added_on,altmetric_id,altmetric_jid,authors,cited_by_accounts_count,cited_by_fbwalls_count,cited_by_feeds_count,cited_by_msm_count,cited_by_patents_count,cited_by_posts_count,cited_by_tweeters_count,cohorts,context,details_url,dimensions_publication_id,doi,epubdate,handles,history,images,is_oa,isbns,issns,journal,last_updated,pmc,pmid,pubdate,published_on,publisher_subjects,readers,readers_count,schema,scopus_subjects,score,subjects,title,type,url
"OBJECTIVE In 2009, Santoni and colleagues described a novel technique of posterior instrumentation; the cortical bone trajectory (CBT) was described as a caudocephalad and medial-to-lateral trajectory. Reported indications for CBT fixation include patients with osteoporosis, single-level degenerative disease, or adjacent-segment disease (ASD). In cases of revision surgery, it is technically possible and beneficial to place a traditional pedicle screw and a CBT screw at the same spinal level and side. It remains unclear as to the feasibility of placing both a traditional and a CBT screw at all levels of the lumbar spine and with varying trajectories of the preexisting traditional pedicle screws. Therefore, the authors conducted a study to radiographically assess the feasibility of using CBT and traditional pedicle screws at the same level in a large patient population. METHODS Using a 3D Spine Navigation WorkStation, the authors assessed 47 lumbar spine CT scans. These images were obtained from 2 disparate groups of patients: those who had previously undergone traditional pedicle instrumentation (prior surgery group) and those who had not (no prior surgery group). The authors virtually placed traditional pedicle and CBT screws at each lumbar level bilaterally. It was then determined if the dual trajectories were feasible, as defined by the presence or absence of a collision of the screw trajectories based on 3D imaging. RESULTS Overall, the authors evaluated 47 patients and were able to successfully plan dual trajectories in 50% of the pedicles. The no prior surgery group, compared with the prior surgery group, had a significantly greater success rate for dual trajectories. This difference was most significant in the lower lumbar levels (L3-5) where the prior instrumented group had success rates lower than 40% compared with the no prior surgery group's success rate, which was greater than 70%. There was a significant difference between each lumbar level in the lower spine. CONCLUSIONS There is a significant difference in the feasibility of planning CBT screws in patients who have undergone prior pedicle instrumentation compared with placing CBT and traditional pedicle screws simultaneously, but dual trajectory pedicle screws are a feasible option for posterior lumbar spinal instrumentation, especially as a de novo option in osteoporotic patients or in patients with ASD who underwent previous pedicle instrumentation. Ultimately, the practical clinical utility and biomechanical effects on the spine and instrumentation construct would require additional study.",,1468067822,9535926,4f6fa6293cf058f610007d9a,"['Jeffrey P Mullin', 'Breanna Perlmutter', 'Eric Schmidt', 'Edward Benzel', 'Michael P Steinmetz']",1,,,,,2,1,{'sci': 1},"{'all': {'count': 25377790, 'mean': 10.746163337154263, 'rank': 20660571, 'pct': 10, 'higher_than': 2615493}, 'journal': {'count': 2036, 'mean': 9.005722986247545, 'rank': 1772, 'pct': 7, 'higher_than': 146}, 'similar_age_3m': {'count': 370756, 'mean': 12.520065816871481, 'rank': 287153, 'pct': 11, 'higher_than': 43475}, 'similar_age_journal_3m': {'count': 26, 'mean': 5.861538461538462, 'rank': 19, 'pct': 19, 'higher_than': 5}}",https://www.altmetric.com/details.php?citation_id=9535926,pub.1071082524,10.3171/2016.4.spine151483,1467936000,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.5}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['1547-5654', '1547-5646']",Journal of Neurosurgery: Spine,1500314535,,27391396,1480550400,1467936000,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '48', 'connotea': '0'}",48,1.5.4,"['Medicine', 'Life Sciences', 'Health Sciences', 'Neuroscience']",0.5,['neurosurgery'],Radiographic feasibility study of cortical bone trajectory and traditional pedicle screw dual trajectories.,article,http://dx.doi.org/10.3171/2016.4.spine151483
,,1556169450,59482720,4f6fa62f3cf058f6100082b8,"['Thomas J Buell', 'Davis G Taylor', 'Ching-Jen Chen', 'Lauren K Dunn', 'Jeffrey P Mullin', 'Marcus D Mazur', 'Chun-Po Yen', 'Mark E Shaffrey', 'Christopher I Shaffrey', 'Justin S Smith', 'Bhiken I Naik']",2,,,,,2,2,{'doc': 2},"{'all': {'count': 26617918, 'mean': 10.931365766698962, 'rank': 18196633, 'pct': 21, 'higher_than': 5697420}, 'journal': {'count': 1884, 'mean': 7.41267940552017, 'rank': 1474, 'pct': 14, 'higher_than': 271}, 'similar_age_3m': {'count': 368218, 'mean': 14.615266059779806, 'rank': 238191, 'pct': 26, 'higher_than': 99282}, 'similar_age_journal_3m': {'count': 28, 'mean': 8.512500000000001, 'rank': 21, 'pct': 17, 'higher_than': 5}}",https://www.altmetric.com/details.php?citation_id=59482720,pub.1113177865,10.3171/2019.1.focus18572,,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 1}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],['1092-0684'],Neurosurgical Focus,1556610243,,30933918,1554076800,1554076800,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '31', 'connotea': '0'}",31,1.5.4,"['Medicine', 'Health Sciences']",1,,Rotational thromboelastometry-guided transfusion during lumbar pedicle subtraction osteotomy for adult spinal deformity: preliminary findings from a matched cohort study.,article,http://dx.doi.org/10.3171/2019.1.focus18572
,,1644339742,122664866,4f6fa62f3cf058f6100082b8,"['Asham Khan', 'Mohamed A R Soliman', 'Nathan J Lee', 'Muhammad Waqas', 'Joseph M Lombardi', 'Venkat Boddapati', 'Lauren C Levy', 'Jennifer Z Mao', 'Paul J Park', 'Justin Mathew', 'Ronald A Lehman', 'Jeffrey P Mullin', 'John Pollina']",3,,,,,3,3,"{'com': 1, 'pub': 2}","{'all': {'count': 26617918, 'mean': 10.931365789240168, 'rank': 16840396, 'pct': 36, 'higher_than': 9712878}, 'journal': {'count': 1884, 'mean': 7.41299787685775, 'rank': 1349, 'pct': 27, 'higher_than': 523}, 'similar_age_3m': {'count': 532836, 'mean': 14.509817974010806, 'rank': 279741, 'pct': 47, 'higher_than': 251143}, 'similar_age_journal_3m': {'count': 36, 'mean': 5.115277777777778, 'rank': 28, 'pct': 19, 'higher_than': 7}}",https://www.altmetric.com/details.php?citation_id=122664866,pub.1144342259,10.3171/2021.10.focus21506,,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 1.6}","{'small': 'https://badges.altmetric.com/?size=64&score=2&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=2&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=2&types=tttttttt'}",False,[],['1092-0684'],Neurosurgical Focus,1644354477,,34973678,1640995200,1640995200,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '23', 'connotea': '0'}",23,1.5.4,"['Medicine', 'Health Sciences']",1.6,,CT-to-fluoroscopy registration versus scan-and-plan registration for robot-assisted insertion of lumbar pedicle screws.,article,http://dx.doi.org/10.3171/2021.10.focus21506
,,1666704088,137664273,55c4aec22a83eee34e8b4567,"['Mohamed A. R. Soliman', 'Nicco Ruggiero', 'Alexander O. Aguirre', 'Cathleen C. Kuo', 'Wasiq I. Khawar', 'Asham Khan', 'Patrick K. Jowdy', 'Robert V. Starling', 'Jeffrey P. Mullin', 'John Pollina']",9,,,,,9,9,"{'pub': 6, 'com': 2, 'sci': 1}","{'all': {'count': 24736359, 'mean': 10.631295043057875, 'rank': 5210045, 'pct': 78, 'higher_than': 19521088}, 'journal': {'count': 1647, 'mean': 4.755245901639344, 'rank': 296, 'pct': 81, 'higher_than': 1348}, 'similar_age_3m': {'count': 423985, 'mean': 14.489492661296993, 'rank': 105162, 'pct': 75, 'higher_than': 318628}, 'similar_age_journal_3m': {'count': 56, 'mean': 4.927321428571429, 'rank': 11, 'pct': 82, 'higher_than': 46}}",https://www.altmetric.com/details.php?citation_id=137664273,pub.1151855618,10.1227/ons.0000000000000368,1663113600,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 6.1499999999999995}","{'small': 'https://badges.altmetric.com/?size=64&score=7&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=7&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=7&types=tttttttt'}",False,[],"['2332-4252', '2332-4260']",Operative Neurosurgery,1666744185,,36227242,1667260800,1663113600,,"{'citeulike': '0', 'mendeley': '5', 'connotea': '0'}",5,1.5.4,,6.1499999999999995,,Prone Transpsoas Lateral Lumbar Interbody Fusion for Degenerative Lumbar Spine Disease: Case Series With an Operative Video Using Fluoroscopy-Based Instrument Tracking Guidance,article,http://dx.doi.org/10.1227/ons.0000000000000368
,,1549289112,54936109,55c4aec22a83eee34e8b4567,"['Thomas J Buell', 'Jeffrey P Mullin', 'James H Nguyen', 'Davis G Taylor', 'Juanita Garces', 'Marcus D Mazur', 'Avery L Buchholz', 'Mark E Shaffrey', 'Chun-Po Yen', 'Christopher I Shaffrey', 'Justin S Smith']",1,,,,,1,1,{'pub': 1},"{'all': {'count': 25382440, 'mean': 10.745874169386397, 'rank': 22767715, 'pct': 1, 'higher_than': 0}, 'journal': {'count': 1498, 'mean': 5.083403204272363, 'rank': 1398, 'pct': 1, 'higher_than': 0}, 'similar_age_3m': {'count': 343126, 'mean': 14.749094892255327, 'rank': 301294, 'pct': 1, 'higher_than': 0}, 'similar_age_journal_3m': {'count': 48, 'mean': 2.823541666666667, 'rank': 43, 'pct': 1, 'higher_than': 0}}",https://www.altmetric.com/details.php?citation_id=54936109,pub.1104412239,10.1093/ons/opy148,1528156800,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.25}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['2332-4252', '2332-4260']",Operative Neurosurgery,1528369133,,29873786,1548979200,1528156800,,"{'citeulike': '0', 'mendeley': '12', 'connotea': '0'}",12,1.5.4,,0.25,,A Novel Junctional Tether Weave Technique for Adult Spinal Deformity: 2-Dimensional Operative Video,article,http://dx.doi.org/10.1093/ons/opy148
,,1571590719,69007152,4f6fa62f3cf058f6100082b6,"['Jeffrey P. Mullin', 'Pranay Soni', 'Sungho Lee', 'Lara Jehi', 'Ahsan Moosa Naduvil Valappi', 'William Bingaman', 'Jorge Gonzalez-Martinez']",6,,,,,7,6,"{'pub': 4, 'com': 2}","{'all': {'count': 25373627, 'mean': 10.745293783659706, 'rank': 7896290, 'pct': 68, 'higher_than': 17436025}, 'journal': {'count': 5705, 'mean': 6.8343884312007015, 'rank': 1895, 'pct': 66, 'higher_than': 3792}, 'similar_age_3m': {'count': 348369, 'mean': 13.059842758684042, 'rank': 114693, 'pct': 66, 'higher_than': 233045}, 'similar_age_journal_3m': {'count': 121, 'mean': 11.087206611570247, 'rank': 25, 'pct': 79, 'higher_than': 96}}",https://www.altmetric.com/details.php?citation_id=69007152,pub.1022336306,10.1227/neu.0000000000001307,,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 3.6}","{'small': 'https://badges.altmetric.com/?size=64&score=4&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=4&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=4&types=tttttttt'}",False,[],"['0148-396X', '1524-4040']",Neurosurgery,1572013250,,27322806,1472688000,1472688000,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '32', 'connotea': '0'}",32,1.5.4,"['Medicine', 'Health Sciences']",3.6,,Volumetric Analysis of Cerebral Peduncles and Cerebellar Hemispheres for Predicting Hemiparesis After Hemispherectomy,article,http://dx.doi.org/10.1227/neu.0000000000001307
,,1641824933,120565133,4f6fa5143cf058f6100035a7,"['Nathan J. Lee', 'Ian A. Buchanan', 'Scott L. Zuckermann', 'Venkat Boddapati', 'Justin Mathew', 'Matthew Geiselmann', 'Paul J. Park', 'Eric Leung', 'Avery L. Buchholz', 'Asham Khan', 'Jeffrey Mullin', 'John Pollina', 'Ehsan Jazini', 'Colin Haines', 'Thomas C. Schuler', 'Christopher R. Good', 'Joseph M. Lombardi', 'Ronald A. Lehman']",3,,1,,,3,2,"{'com': 1, 'sci': 1}","{'all': {'count': 23001641, 'mean': 10.240647223664366, 'rank': 3698504, 'pct': 83, 'higher_than': 19294073}, 'journal': {'count': 8211, 'mean': 6.479138716356122, 'rank': 1428, 'pct': 82, 'higher_than': 6782}, 'similar_age_3m': {'count': 445622, 'mean': 14.769699009473124, 'rank': 88225, 'pct': 80, 'higher_than': 357140}, 'similar_age_journal_3m': {'count': 53, 'mean': 15.084528301886793, 'rank': 19, 'pct': 64, 'higher_than': 34}}",https://www.altmetric.com/details.php?citation_id=120565133,pub.1138646882,10.1097/brs.0000000000004132,1622764800,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 8.35}","{'small': 'https://badges.altmetric.com/?size=64&score=9&types=bbbttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=9&types=bbbttttt', 'large': 'https://badges.altmetric.com/?size=180&score=9&types=bbbttttt'}",False,[],"['0362-2436', '1528-1159']",Spine,1643287097,PMC8654274,34091564,1640995200,1622764800,"[{'name': 'Biomedical Engineering', 'scheme': 'era'}, {'name': 'Clinical Sciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '28', 'connotea': '0'}",28,1.5.4,"['Medicine', 'Health Sciences']",8.35,,"What Is the Comparison in Robot Time per Screw, Radiation Exposure, Robot Abandonment, Screw Accuracy, and Clinical Outcomes Between Percutaneous and Open Robot-Assisted Short Lumbar Fusion?",article,http://dx.doi.org/10.1097/brs.0000000000004132
,,1683312916,147639786,4f6fa6293cf058f610007d98,"['Stephen G Bowden', 'Hao Tan', 'Michael G Rothbaum', 'Steven H Cook', 'Simon Hanft', 'Jason Heth', 'Peter F Morgenstern', 'Jeffrey P Mullin', 'Josiah N Orina', 'Jonathan L Wilson', 'Jesse L Winer', 'Stacey Q Wolfe', 'Lola B Chambless', 'Nathan R Selden']",38,,,,,39,38,"{'pub': 25, 'doc': 5, 'sci': 7, 'com': 1}","{'all': {'count': 26605615, 'mean': 10.929174774422618, 'rank': 1360229, 'pct': 94, 'higher_than': 25246433}, 'journal': {'count': 6994, 'mean': 8.802380325993711, 'rank': 270, 'pct': 96, 'higher_than': 6725}, 'similar_age_3m': {'count': 415950, 'mean': 14.189750619064807, 'rank': 27837, 'pct': 93, 'higher_than': 388128}, 'similar_age_journal_3m': {'count': 78, 'mean': 7.01923076923077, 'rank': 4, 'pct': 94, 'higher_than': 74}}",https://www.altmetric.com/details.php?citation_id=147639786,pub.1157836700,10.3171/2023.3.jns23259,1683244800,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 30.550000000000015}","{'small': 'https://badges.altmetric.com/?size=64&score=31&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=31&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=31&types=tttttttt'}",False,[],"['0022-3085', '1933-0693']",Journal of Neurosurgery,1684981003,,37148230,1701388800,1683244800,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '6', 'connotea': '0'}",6,1.5.4,"['Medicine', 'Health Sciences']",30.550000000000015,,Milestones for neurosurgery sub-interns: a novel evaluation tool to quantitatively differentiate residency applicants.,article,http://dx.doi.org/10.3171/2023.3.jns23259
"Pedicle subtraction osteotomy (PSO) is an effective technique to correct fixed sagittal malalignment. A variation of this technique, the ""trans-discal"" or ""extended"" PSO (Schwab grade IV osteotomy), involves extending the posterior wedge resection of the index vertebra to include the superior adjacent disc for radical discectomy. The posterior wedge may be resected in asymmetric fashion to correct concurrent global coronal malalignment.This video illustrates the technical nuances of an extended asymmetrical lumbar PSO for adult spinal deformity. A 62-yr-old female with multiple prior lumbar fusions presented with worsening back pain and posture. Preoperative scoliosis X-rays demonstrated severe global sagittal and coronal malalignment (sagittal vertical axis [SVA, C7-plumbline] of 13.5 cm, pelvic incidence [PI] of 60°, lumbar lordosis [LL] of 14° [in kyphosis], pelvic tilt [PT] of 61°, thoracic kyphosis [TK] of 18°, and rightward coronal shift of 9.3 cm). The patient gave informed consent to surgery and for use of her imaging for medical publication. Briefly, surgery first involved transpedicular instrumentation from T10 to S1 with bilateral iliac screw fixation, and then T11-12 and T12-L1 Smith-Petersen osteotomies were performed. Next, an extended asymmetrical L4 PSO was performed and a 12° lordotic cage (9 × 14 × 40 mm) was placed at the PSO defect. Rods were placed from T10 to iliac bilaterally, and accessory supplemental rods spanning the PSO were attached. Postoperative scoliosis X-rays demonstrated improved alignment: SVA 5.5 cm, PI 60°, LL 55°, PT 36°, TK 37°, and 3.7 cm of rightward coronal shift. The patient had uneventful recovery.",,1529490268,43908750,55c4aec22a83eee34e8b4567,"['Thomas J Buell', 'Avery L Buchholz', 'John C Quinn', 'Jeffrey P Mullin', 'Juanita Garces', 'Marcus D Mazur', 'Mark E Shaffrey', 'Chun-Po Yen', 'Christopher I Shaffrey', 'Justin S Smith']",10,,,,,11,10,"{'pub': 7, 'com': 1, 'doc': 1, 'sci': 1}","{'all': {'count': 25385509, 'mean': 10.745820662961695, 'rank': 6484414, 'pct': 74, 'higher_than': 18889345}, 'journal': {'count': 1498, 'mean': 5.083403204272363, 'rank': 361, 'pct': 75, 'higher_than': 1130}, 'similar_age_3m': {'count': 328691, 'mean': 14.752575914764932, 'rank': 100376, 'pct': 69, 'higher_than': 228174}, 'similar_age_journal_3m': {'count': 52, 'mean': 2.661153846153846, 'rank': 8, 'pct': 84, 'higher_than': 44}}",https://www.altmetric.com/details.php?citation_id=43908750,pub.1104980145,10.1093/ons/opy160,1529107200,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 5.3}","{'small': 'https://badges.altmetric.com/?size=64&score=6&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=6&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=6&types=tttttttt'}",False,[],"['2332-4252', '2332-4260']",Operative Neurosurgery,1556925399,,29920605,1548979200,1529107200,,"{'citeulike': '0', 'mendeley': '3', 'connotea': '0'}",3,1.5.4,,5.3,,Extended Asymmetrical Pedicle Subtraction Osteotomy for Adult Spinal Deformity: 2-Dimensional Operative Video,article,http://dx.doi.org/10.1093/ons/opy160
,,1645692221,123583129,4f6fa61a3cf058f61000758e,"['Jennifer Z. Mao', 'Mohamed A.R. Soliman', 'Brian A. Karamian', 'Asham Khan', 'Alexander G. Fritz', 'Naval Avasthi', 'Stephen DiMaria', 'Bennett R. Levy', 'Timothy E. O’Connor', 'Gregory Schroeder', 'John Pollina', 'Alexander R. Vaccaro', 'Jeffrey P. Mullin']",1,,,,,7,1,{'pub': 1},"{'all': {'count': 23221875, 'mean': 10.290367724068547, 'rank': 15617824, 'pct': 22, 'higher_than': 5173606}, 'journal': {'count': 1120, 'mean': 3.6782785714285735, 'rank': 582, 'pct': 38, 'higher_than': 426}, 'similar_age_3m': {'count': 441340, 'mean': 14.706646639777848, 'rank': 252350, 'pct': 32, 'higher_than': 141529}, 'similar_age_journal_3m': {'count': 60, 'mean': 4.2225, 'rank': 30, 'pct': 40, 'higher_than': 24}}",https://www.altmetric.com/details.php?citation_id=123583129,pub.1145781904,10.1177/21925682211068410,1645574400,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 1}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['2192-5682', '2192-5690']",Global Spine Journal,1646037829,PMC10556891,35195035,1693526400,1645574400,,"{'citeulike': '0', 'mendeley': '7', 'connotea': '0'}",7,1.5.4,,1,,Anatomical and Technical Considerations of Robot-Assisted Cervical Pedicle Screw Placement: A Cadaveric Study,article,http://dx.doi.org/10.1177/21925682211068410
,,1717152916,163971463,4f6fa63b3cf058f610008d13,"['David Polly', 'Greg Mundis', 'Robert Eastlack', 'Jean-Christopher Leveque', 'Benjamin D. Elder', 'Christopher Martin', 'Roland Kent', 'Ryan Snowden', 'Han Jo Kim', 'Jonathan Sembrano', 'Joshua Herzog', 'Isador Lieberman', 'Virgilio Matheus', 'Avery Buchholz', 'Jorg Franke', 'Robert Lee', 'Christopher Shaffrey', 'SILVIA Investigator Group', 'Gregory Mundis', 'Joshua Herzog', 'Avery Buchholz', 'Robert Eastlack', 'Benjamin Elder', 'Isador Lieberman', 'Han Jo Kim', 'Virgilio Matheus', 'Ryan Snowden', 'Jorg Franke', 'Lars Klapproth', 'Jean-Christophe Leveque', 'Jonathan Sembrano', 'Raj Arakal', 'Matt Chapman', 'Safdar Khan', 'Robert Lee', 'Theodore Belanger', 'Cyrus Wong', 'Olaide Ajayi', 'Noojan Kazemi', 'Paul Park', 'Anuj Singla', 'Aaron Buckland', 'Raymond Hah', 'Jad Khalil', 'Christopher Kleck', 'Michael Mokawem', 'Venu Nemani', 'Jay Turner', 'Matt Colman', 'Robert Hirschl', 'Roland Kent', 'Craig Kuhns', 'Domenico Prestamburgo', 'Rajiv Sethi', 'Gregory Smith', 'Juan Uribe', 'Marshall C. Cress', 'Christopher Dewald', 'Jeremy Fogelson', 'Chris Martin', 'Katherine Meiler', 'Jeffrey Mullin', 'Mark Oppenlander', 'David Ou-Yang', 'Frank Phillips']",2,,,,,2,2,"{'com': 1, 'pub': 1}","{'all': {'count': 26563746, 'mean': 10.925072593300664, 'rank': 20907635, 'pct': 18, 'higher_than': 4926068}, 'journal': {'count': 7369, 'mean': 3.4538661962274393, 'rank': 4520, 'pct': 34, 'higher_than': 2547}, 'similar_age_3m': {'count': 386815, 'mean': 11.546524219588177, 'rank': 257232, 'pct': 29, 'higher_than': 113425}, 'similar_age_journal_3m': {'count': 146, 'mean': 2.289041095890411, 'rank': 79, 'pct': 42, 'higher_than': 62}}",https://www.altmetric.com/details.php?citation_id=163971463,pub.1168533219,10.1016/j.wneu.2024.01.156,1706918400,[],"{'1y': 0.75, '6m': 0.75, '3m': 0.75, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.75}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['1878-8750', '1878-8769']",World Neurosurgery,1720222774,,38310950,1719792000,1706918400,,"{'citeulike': '0', 'mendeley': '4', 'connotea': '0'}",4,1.5.4,,0.75,,Randomized Trial of Augmented Pelvic Fixation in Patients Undergoing Thoracolumbar Fusion for Adult Spine Deformity: Initial Results from a Multicenter Randomized Trial,article,http://dx.doi.org/10.1016/j.wneu.2024.01.156
