abstract,abstract_source,added_on,altmetric_id,altmetric_jid,authors,cited_by_accounts_count,cited_by_fbwalls_count,cited_by_feeds_count,cited_by_msm_count,cited_by_patents_count,cited_by_posts_count,cited_by_tweeters_count,cohorts,context,details_url,dimensions_publication_id,doi,epubdate,handles,history,images,is_oa,isbns,issns,journal,last_updated,pmc,pmid,pubdate,published_on,publisher_subjects,readers,readers_count,schema,scopus_subjects,score,subjects,title,type,url
,,1720222835,165141020,4f6fa63b3cf058f610008d13,"['Marissa D Kruk', 'Mohamed A R Soliman', 'Alexander O Aguirre', 'Cathleen C Kuo', 'Nicco Ruggiero', 'Esteban Quiceno', 'Asham Khan', 'Moleca M Ghannam', 'David E Smolar', 'John Pollina', 'Jeffrey P Mullin']",1,,,,,1,1,{'com': 1},"{'all': {'count': 26250639, 'mean': 10.87646249037976, 'rank': 21385892, 'pct': 10, 'higher_than': 2671814}, 'journal': {'count': 7281, 'mean': 3.4610149704710893, 'rank': 4778, 'pct': 17, 'higher_than': 1246}, 'similar_age_3m': {'count': 327653, 'mean': 11.446561472045119, 'rank': 224475, 'pct': 18, 'higher_than': 59769}, 'similar_age_journal_3m': {'count': 117, 'mean': 2.1200854700854705, 'rank': 77, 'pct': 13, 'higher_than': 16}}",https://www.altmetric.com/details.php?citation_id=165141020,pub.1170768246,10.1016/j.wneu.2024.04.060,1713225600,[],"{'1y': 0.5, '6m': 0.5, '3m': 0.5, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.5}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['1878-8750', '1878-8769']",World Neurosurgery,1720222827,,38636629,1719792000,1713225600,,"{'citeulike': '0', 'mendeley': '1', 'connotea': '0'}",1,1.5.4,,0.5,,Pack Years of Tobacco Cigarette Smoking as a Predictor of Bony Fusion after Anterior Cervical Discectomy and Fusion,article,http://dx.doi.org/10.1016/j.wneu.2024.04.060
,,1718292309,164508926,4f6fa63b3cf058f610008d13,"['Manjot Singh', 'Mariah Balmaceno-Criss', 'Mohammad Daher', 'Renaud Lafage', 'D. Kojo Hamilton', 'Justin S. Smith', 'Robert K. Eastlack', 'Richard G. Fessler', 'Jeffrey L. Gum', 'Munish C. Gupta', 'Richard Hostin', 'Khaled M. Kebaish', 'Eric O. Klineberg', 'Stephen J. Lewis', 'Breton G. Line', 'Pierce D. Nunley', 'Gregory M. Mundis', 'Peter G. Passias', 'Themistocles S. Protopsaltis', 'Thomas Buell', 'Christopher P. Ames', 'Jeffrey P. Mullin', 'Alex Soroceanu', 'Justin K. Scheer', 'Lawrence G. Lenke', 'Shay Bess', 'Christopher I. Shaffrey', 'Frank J. Schwab', 'Virginie Lafage', 'Douglas C. Burton', 'Bassel G. Diebo', 'Alan H. Daniels', 'International Spine Study Group']",2,,,,,2,2,{'pub': 2},"{'all': {'count': 26151587, 'mean': 10.847991922325786, 'rank': 17853992, 'pct': 21, 'higher_than': 5607727}, 'journal': {'count': 7256, 'mean': 3.4627963065049614, 'rank': 3441, 'pct': 38, 'higher_than': 2804}, 'similar_age_3m': {'count': 171382, 'mean': 10.479158721452658, 'rank': 85351, 'pct': 38, 'higher_than': 65416}, 'similar_age_journal_3m': {'count': 48, 'mean': 1.728125, 'rank': 18, 'pct': 41, 'higher_than': 20}}",https://www.altmetric.com/details.php?citation_id=164508926,pub.1172720650,10.1016/j.wneu.2024.06.021,1717977600,[],"{'1y': 1, '6m': 1, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 1}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['1878-8750', '1878-8769']",World Neurosurgery,1718295450,,38866236,1725148800,1717977600,,"{'citeulike': '0', 'mendeley': '1', 'connotea': '0'}",1,1.5.4,,1,,Restoring L4-S1 Lordosis Shape in Severe Sagittal Deformity: Impact of Correction Techniques on Alignment and Complication Profile,article,http://dx.doi.org/10.1016/j.wneu.2024.06.021
"Surgical resection of the epileptogenic zone (EZ) is a potential cure for medically refractory focal epilepsy. Proper identification of the EZ is essential for such resection. Synergistic application of functional magnetic resonance imaging (fMRI) simultaneously with stimulation of a single externalized intracranial stereotactic EEG (SEEG) electrode has the potential to improve identification of the EZ. While most EEG-fMRI studies use the electrodes passively to record electrical activity, it is possible to stimulate the brain using the electrodes by connecting them with conducting cables to the stimulation hardware. In this study, we investigated the effect of MRI-induced heating on a single SEEG electrode and its sensitivity to geometry, configuration, and associated connections required for the stimulation. The temperature increase of a single electrode embedded within a gel phantom and connected to an external stimulation system was measured during 1.5T MRI scans using adjacent fluoroptic temperature sensors. A receive-only split-array head coil and a transmit-receive head coil were used for testing. Sequences included a standard localizer, T1-weighted axial fast low-angle shot (FLASH), gradient echo-planar imaging (GE-EPI) axial fMRI, and a high specific absorption rate T2-weighted turbo spin-echo (TSE) axial scan. Variations of the electrode location and connecting cable configuration were tested. No unacceptable heating was observed with the standard sequences used for evaluation of the EZ. Considerable heating (up to 14(o)C) was observed with the TSE sequence, which is not used clinically. The temperature increase was insignificant (< 0.05(o)C) for electrode contacts closest to the isocenter and connecting cables lying along the isocenter, and varied with configurations of the connecting cable assembly. Simultaneous intracranial electrode stimulation during fMRI using an externalized stimulation system may be safe with strictly adhering to settings tested prior to the fMRI. Localizer, FLASH, and GE-EPI fMRI may be safely performed in patients with a single SEEG electrode following the configurations tested in this study, but high SAR TSE scans should not be performed in these patients.",,1503071980,24036183,4f6fa4ff3cf058f61000303d,"['Pallab K. Bhattacharyya', 'Jeffery Mullin', 'Bryan S. Lee', 'Jorge A. Gonzalez-Martinez', 'Stephen E. Jones']",1,,,,,1,1,{'doc': 1},"{'all': {'count': 25371288, 'mean': 10.745266393255244, 'rank': 20653708, 'pct': 10, 'higher_than': 2613583}, 'journal': {'count': 1941, 'mean': 3.667773312725402, 'rank': 1495, 'pct': 8, 'higher_than': 161}, 'similar_age_3m': {'count': 422168, 'mean': 12.347529196907395, 'rank': 320744, 'pct': 13, 'higher_than': 58963}, 'similar_age_journal_3m': {'count': 56, 'mean': 2.0746428571428575, 'rank': 19, 'pct': 1, 'higher_than': 1}}",https://www.altmetric.com/details.php?citation_id=24036183,pub.1001667896,10.1016/j.mri.2017.01.012,1484524800,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.5}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['0730-725X', '1873-5894']",Magnetic Resonance Imaging (0730725X),1485078366,,28104438,1493596800,1484524800,"[{'name': 'Biomedical Engineering', 'scheme': 'era'}, {'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Cognitive Science', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '33', 'connotea': '0'}",33,1.5.4,"['Life Sciences', 'Engineering', 'Health Sciences', 'Medicine', 'Physical Sciences', 'Biochemistry, Genetics and Molecular Biology']",0.5,['diagnosticimaging'],Safety of externally stimulated intracranial electrodes during functional MRI at 1.5T,article,http://dx.doi.org/10.1016/j.mri.2017.01.012
"The term ""hemispheric malformation of cortical development"" (MCD) has come into the medical lexicon in the past 20 years as improvements and availability of advanced imaging techniques have permitted more precise diagnosis of a variety of brain developmental disorders that affect large regions of brain. These conditions are united by their propensity to elicit seizures that are difficult to control with medication in the children who suffer them.",pubmed,1412961220,2760620,4f6fa4ea3cf058f610002511,"['Bradley Lega', 'Jeffrey Mullin', 'Elaine Wyllie', 'William Bingaman']",1,,,,,1,1,{'pub': 1},"{'all': {'count': 22766595, 'mean': 10.188329546703136, 'rank': 15307723, 'pct': 22, 'higher_than': 5060937}, 'journal': {'count': 2737, 'mean': 1.9265297771282441, 'rank': 1023, 'pct': 56, 'higher_than': 1541}, 'similar_age_3m': {'count': 255208, 'mean': 9.192303611171598, 'rank': 148262, 'pct': 32, 'higher_than': 83866}, 'similar_age_journal_3m': {'count': 24, 'mean': 2.379166666666667, 'rank': 8, 'pct': 33, 'higher_than': 8}}",https://www.altmetric.com/details.php?citation_id=2760620,pub.1037000947,10.1007/s00381-014-2483-7,1412812800,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 1}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['0256-7040', '1433-0350']",Child's Nervous System,1412961183,,25296544,1414800000,1412812800,"[{'name': 'Medicine & Public Health', 'scheme': 'springer'}, {'name': 'Neurosciences', 'scheme': 'springer'}, {'name': 'Neurosurgery', 'scheme': 'springer'}, {'name': 'Clinical Sciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '31', 'connotea': '0'}",31,1.5.4,"['Medicine', 'Health Sciences']",1,"['neurology', 'pediatrics']",Hemispheric malformations of cortical development: surgical indications and approach,article,http://dx.doi.org/10.1007/s00381-014-2483-7
,,1660686197,134346032,55c4aec22a83eee34e8b4567,"['Angelica M. Fuentes', 'Steven B. Housley', 'Robert V. Starling', 'Jeffrey P. Mullin']",1,,,,,1,1,{'pub': 1},"{'all': {'count': 24279062, 'mean': 10.57022813946984, 'rank': 21756186, 'pct': 1, 'higher_than': 0}, 'journal': {'count': 1589, 'mean': 4.570270610446821, 'rank': 1433, 'pct': 1, 'higher_than': 0}, 'similar_age_3m': {'count': 430352, 'mean': 14.27105891920926, 'rank': 363255, 'pct': 1, 'higher_than': 0}, 'similar_age_journal_3m': {'count': 62, 'mean': 6.0733870967741925, 'rank': 58, 'pct': 1, 'higher_than': 0}}",https://www.altmetric.com/details.php?citation_id=134346032,pub.1150266672,10.1227/ons.0000000000000296,1655164800,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.25}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['2332-4252', '2332-4260']",Operative Neurosurgery,1660686184,,35972109,1661990400,1655164800,,"{'citeulike': '0', 'mendeley': '2', 'connotea': '0'}",2,1.5.4,,0.25,,Extensive Symptomatic Thoracolumbar Epidural Lipomatosis Treated With Minimally Invasive Hemilaminectomies: Technical Case Report,article,http://dx.doi.org/10.1227/ons.0000000000000296
,,1607908638,95934306,66559f9ed714020001ac0179,"['E. O’Connor Timothy', 'Margaret O’Hehir Mary', 'Z. Mao Jennifer', 'P. Mullin Jeffrey', 'Pollina John']",2,,,,,2,2,"{'pub': 1, 'com': 1}","{'all': {'count': 25992468, 'mean': 10.831167136110357, 'rank': 20438275, 'pct': 18, 'higher_than': 4831193}, 'journal': {'count': 1, 'mean': 0.75, 'rank': 1, 'pct': 1, 'higher_than': 0}, 'similar_age_3m': {'count': 531269, 'mean': 14.580052425419138, 'rank': 386553, 'pct': 23, 'higher_than': 125675}, 'similar_age_journal_3m': {'count': 1, 'mean': 0.75, 'rank': 1, 'pct': 1, 'higher_than': 0}}",https://www.altmetric.com/details.php?citation_id=95934306,pub.1133359979,10.4236/ojmn.2021.111003,1607472000,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.75}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['2163-0569', '2163-0585']",Open Journal of Modern Neurosurgery,1608123601,,,1609459200,1607472000,,"{'citeulike': '0', 'mendeley': '3', 'connotea': '0'}",3,1.5.4,,0.75,,Prone Transpsoas Approach for Adjacent Segment Disease and Flatback Deformity: Technical Note and Case Report,article,http://dx.doi.org/10.4236/ojmn.2021.111003
,,1679507926,144190480,4f6fa63b3cf058f610008d13,"['Alexander O Aguirre', 'Mohamed A R Soliman', 'Abdul Karim Ghaith', 'Cathleen C Kuo', 'Nicco Ruggiero', 'Shady Azmy', 'William Mualem', 'Asham Khan', 'Patrick K Jowdy', 'Matthew T Neal', 'Mohamad Bydon', 'Jeffrey P Mullin', 'John Pollina']",1,,,,,1,1,{'sci': 1},"{'all': {'count': 25394764, 'mean': 10.746438158275465, 'rank': 20673680, 'pct': 10, 'higher_than': 2615786}, 'journal': {'count': 7048, 'mean': 3.4739174233825203, 'rank': 4627, 'pct': 17, 'higher_than': 1247}, 'similar_age_3m': {'count': 426781, 'mean': 13.433701467497382, 'rank': 318723, 'pct': 14, 'higher_than': 62247}, 'similar_age_journal_3m': {'count': 195, 'mean': 2.3, 'rank': 124, 'pct': 12, 'higher_than': 25}}",https://www.altmetric.com/details.php?citation_id=144190480,pub.1156186433,10.1016/j.wneu.2023.03.049,1678838400,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 0.5}","{'small': 'https://badges.altmetric.com/?size=64&score=1&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=1&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=1&types=tttttttt'}",False,[],"['1878-8750', '1878-8769']",World Neurosurgery,1679504440,,36924885,1693526400,1678838400,,"{'citeulike': '0', 'mendeley': '3', 'connotea': '0'}",3,1.5.4,,0.5,,Predictive Factors of Intraoperative and Early Postoperative Outcome Measures After Anterior Lumbar Interbody Fusions Based on American Society of Anesthesiologists Score,article,http://dx.doi.org/10.1016/j.wneu.2023.03.049
,,1697842523,155613504,4f6fa62f3cf058f6100082b6,"['Alexander O. Aguirre', 'Mohamed A. R. Soliman', 'Cathleen C. Kuo', 'Nicco Ruggiero', 'Justin Im', 'Yaswanth Chintaluru', 'Ali M. A. Khan', 'Asham Khan', 'Ryan M. Hess', 'Kyungduk Rho', 'David E. Smolar', 'Jeffrey P. Mullin', 'John Pollina']",16,,,,,22,16,"{'pub': 9, 'doc': 3, 'com': 1, 'sci': 3}","{'all': {'count': 26122087, 'mean': 10.84301043603446, 'rank': 3072132, 'pct': 88, 'higher_than': 23046331}, 'journal': {'count': 5832, 'mean': 6.888356652949245, 'rank': 531, 'pct': 90, 'higher_than': 5301}, 'similar_age_3m': {'count': 365015, 'mean': 12.514867778036521, 'rank': 49264, 'pct': 86, 'higher_than': 315686}, 'similar_age_journal_3m': {'count': 81, 'mean': 5.798148148148147, 'rank': 9, 'pct': 88, 'higher_than': 72}}",https://www.altmetric.com/details.php?citation_id=155613504,pub.1164943587,10.1227/neu.0000000000002714,1697068800,[],"{'1y': 11.95, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 11.95}","{'small': 'https://badges.altmetric.com/?size=64&score=12&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=12&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=12&types=tttttttt'}",False,[],"['0148-396X', '1524-4040']",Neurosurgery,1710335470,,37823666,1697068800,1697068800,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '5', 'connotea': '0'}",5,1.5.4,"['Medicine', 'Health Sciences']",11.95,,Cervical Vertebral Bone Quality Score Independently Predicts Distal Junctional Kyphosis After Posterior Cervical Fusion,article,http://dx.doi.org/10.1227/neu.0000000000002714
,,1699966353,156433367,4f6fa61a3cf058f61000758e,"['Justin S Smith', 'Michael P Kelly', 'Thomas J Buell', 'David Ben-Israel', 'Bassel Diebo', 'Justin K Scheer', 'Breton Line', 'Virginie Lafage', 'Renaud Lafage', 'Eric Klineberg', 'Han Jo Kim', 'Peter Passias', 'Jeffrey L Gum', 'Khal Kebaish', 'Jeffrey P Mullin', 'Robert Eastlack', 'Alan Daniels', 'Alex Soroceanu', 'Gregory Mundis', 'Richard Hostin', 'Themistocles S Protopsaltis', 'D Kojo Hamilton', 'Munish Gupta', 'Stephen J Lewis', 'Frank J Schwab', 'Lawrence G Lenke', 'Christopher I Shaffrey', 'Douglas Burton', 'Christopher P Ames', 'Shay Bess']",8,,,,,8,8,"{'pub': 6, 'sci': 2}","{'all': {'count': 25888065, 'mean': 10.81513187911109, 'rank': 7487617, 'pct': 70, 'higher_than': 18365659}, 'journal': {'count': 1268, 'mean': 4.836553627760252, 'rank': 241, 'pct': 80, 'higher_than': 1023}, 'similar_age_3m': {'count': 364255, 'mean': 11.942767544714556, 'rank': 108586, 'pct': 69, 'higher_than': 254834}, 'similar_age_journal_3m': {'count': 23, 'mean': 6.492434782608697, 'rank': 6, 'pct': 73, 'higher_than': 17}}",https://www.altmetric.com/details.php?citation_id=156433367,pub.1165854317,10.1177/21925682231214059,1699574400,[],"{'1y': 4.1, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 4.1}","{'small': 'https://badges.altmetric.com/?size=64&score=5&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=5&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=5&types=tttttttt'}",False,[],"['2192-5682', '2192-5690']",Global Spine Journal,1700157072,,37948666,1699574400,1699574400,,"{'citeulike': 0, 'mendeley': 0, 'connotea': 0}",0,1.5.4,,4.1,,"Adult Cervical Deformity Patients Have Higher Baseline Frailty, Disability, and Comorbidities Compared With Complex Adult Thoracolumbar Deformity Patients: A Comparative Cohort Study of 616 Patients.",article,http://dx.doi.org/10.1177/21925682231214059
,,1590422792,82681714,4f6fa63b3cf058f610008d13,"['Ryan Hess', 'Jennifer Z Mao', 'Kyungduk Rho', 'Asham Khan', 'Elad Levy', 'John Pollina', 'Jeffrey P Mullin']",5,,,,,5,5,"{'com': 1, 'pub': 3, 'sci': 1}","{'all': {'count': 25387668, 'mean': 10.746735046558827, 'rank': 8480262, 'pct': 66, 'higher_than': 16853141}, 'journal': {'count': 7047, 'mean': 3.471695757059742, 'rank': 1475, 'pct': 78, 'higher_than': 5549}, 'similar_age_3m': {'count': 418685, 'mean': 20.1884301945377, 'rank': 175517, 'pct': 57, 'higher_than': 241634}, 'similar_age_journal_3m': {'count': 321, 'mean': 4.942523364485981, 'rank': 95, 'pct': 69, 'higher_than': 223}}",https://www.altmetric.com/details.php?citation_id=82681714,pub.1127497816,10.1016/j.wneu.2020.05.048,1589155200,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 3.1}","{'small': 'https://badges.altmetric.com/?size=64&score=4&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=4&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=4&types=tttttttt'}",False,[],"['1878-8750', '1878-8769']",World Neurosurgery,1597090320,PMC7211604,32437997,1593561600,1589155200,,"{'citeulike': '0', 'mendeley': '47', 'connotea': '0'}",47,1.5.4,,3.1,,Letter to the Editor: Embracing Disruptive Change During the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Pandemic,article,http://dx.doi.org/10.1016/j.wneu.2020.05.048
,,1609535810,96948271,4f6fa5143cf058f6100035a7,"['Asham Khan', 'Joshua E. Meyers', 'Paul Blasio', 'Jennifer Z. Mao', 'Timothy E. O’Connor', 'Justice O. Agyei', 'Evan K. Winograd', 'Kenneth V. Snyder', 'Jeffrey P. Mullin', 'Elad I. Levy', 'John Pollina']",4,,,,,4,4,"{'pub': 2, 'com': 1, 'doc': 1}","{'all': {'count': 23271751, 'mean': 10.296878169261959, 'rank': 13727245, 'pct': 39, 'higher_than': 9237211}, 'journal': {'count': 8238, 'mean': 6.488225054624921, 'rank': 4775, 'pct': 40, 'higher_than': 3342}, 'similar_age_3m': {'count': 475111, 'mean': 13.645804496211465, 'rank': 228293, 'pct': 50, 'higher_than': 237879}, 'similar_age_journal_3m': {'count': 92, 'mean': 6.106760869565215, 'rank': 41, 'pct': 55, 'higher_than': 51}}",https://www.altmetric.com/details.php?citation_id=96948271,pub.1133615398,10.1097/brs.0000000000003896,1608163200,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 2}","{'small': 'https://badges.altmetric.com/?size=64&score=2&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=2&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=2&types=tttttttt'}",False,[],"['0362-2436', '1528-1159']",Spine,1619713705,,33337673,1621036800,1608163200,"[{'name': 'Biomedical Engineering', 'scheme': 'era'}, {'name': 'Clinical Sciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '8', 'connotea': '0'}",8,1.5.4,"['Medicine', 'Health Sciences']",2,,Evaluation of Benefit and Cost Utility of Immediate Postanesthesia Care Unit Radiographs to Predict Airway Compromise After Anterior Cervical Discectomy and Fusion,article,http://dx.doi.org/10.1097/brs.0000000000003896
,,1609426509,96885780,55c4aec22a83eee34e8b4567,"['Jennifer Z Mao', 'Justice O Agyei', 'Moleca M Ghannam', 'Asham Khan', 'Marc Christensen', 'Joshua E Meyers', 'John Pollina', 'Jeffrey P Mullin']",8,,,,,8,8,"{'pub': 7, 'com': 1}","{'all': {'count': 25387668, 'mean': 10.746735046558827, 'rank': 6358941, 'pct': 74, 'higher_than': 19011252}, 'journal': {'count': 1498, 'mean': 5.081634178905206, 'rank': 337, 'pct': 77, 'higher_than': 1161}, 'similar_age_3m': {'count': 518688, 'mean': 14.624772379542222, 'rank': 145258, 'pct': 71, 'higher_than': 372794}, 'similar_age_journal_3m': {'count': 91, 'mean': 4.695604395604396, 'rank': 27, 'pct': 69, 'higher_than': 63}}",https://www.altmetric.com/details.php?citation_id=96885780,pub.1134200575,10.1093/ons/opaa412,1609200000,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 5.55}","{'small': 'https://badges.altmetric.com/?size=64&score=6&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=6&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=6&types=tttttttt'}",False,[],"['2332-4252', '2332-4260']",Operative Neurosurgery,1617293333,,33377157,1612137600,1609200000,,"{'citeulike': '0', 'mendeley': '8', 'connotea': '0'}",8,1.5.4,,5.55,,Navigation-Guided Subaxial Cervical Pedicle Screws in Revision Spine Surgery: 2-Dimensional Operative Video.,article,http://dx.doi.org/10.1093/ons/opaa412
"War-related head injury, indeed neurological injury in general, has been a part of the history of humankind for as long as there has been warfare. Such injuries can result in the removal of the individual from combat, thus eliminating any subsequent contribution that he or she might have made to the battle. However, at times, the injuries can have more wide-reaching effects. In the case of commanders or leaders, the impact of their injuries may include the loss of their influence, planning, and leadership, and thus have a disproportionate effect on the battle, or indeed the war. Field Marshal Erwin Rommel was a talented military strategist and leader who was respected by friends and foes alike. He held an honored reputation by the German people and the military leadership. His head injury on July 17, 1944, resulted in his being removed from the field of battle in northern France, but also meant that he was not able to lend his stature to the assassination attempt of Adolph Hitler on July 20. It is possible that, had he been able to lend his stature to the events, Hitler's hold on the nation's government might have been loosened, and the war might have been brought to an end a year earlier. The authors review Rommel's career, his injury, the subsequent medical treatment, and his subsequent death.",,1467506638,9184725,4f6fa62f3cf058f6100082b8,"['Heather A Fuhrman', 'Jeffrey P Mullin', 'Chris A Sloffer']",12,,,,,12,12,"{'pub': 8, 'doc': 1, 'com': 1, 'sci': 2}","{'all': {'count': 26613602, 'mean': 10.935309514059767, 'rank': 4564848, 'pct': 82, 'higher_than': 22061250}, 'journal': {'count': 1884, 'mean': 7.439128450106157, 'rank': 380, 'pct': 79, 'higher_than': 1491}, 'similar_age_3m': {'count': 343345, 'mean': 13.052026597154471, 'rank': 67715, 'pct': 79, 'higher_than': 274135}, 'similar_age_journal_3m': {'count': 33, 'mean': 22.732848484848486, 'rank': 7, 'pct': 78, 'higher_than': 26}}",https://www.altmetric.com/details.php?citation_id=9184725,pub.1071082439,10.3171/2016.4.focus15486,,[],"{'1y': 0, '6m': 0, '3m': 0, '1m': 0, '1w': 0, '6d': 0, '5d': 0, '4d': 0, '3d': 0, '2d': 0, '1d': 0, 'at': 8.15}","{'small': 'https://badges.altmetric.com/?size=64&score=9&types=tttttttt', 'medium': 'https://badges.altmetric.com/?size=100&score=9&types=tttttttt', 'large': 'https://badges.altmetric.com/?size=180&score=9&types=tttttttt'}",False,[],['1092-0684'],Neurosurgical Focus,1620816449,,27364261,1467331200,1467331200,"[{'name': 'Clinical Sciences', 'scheme': 'era'}, {'name': 'Neurosciences', 'scheme': 'era'}]","{'citeulike': '0', 'mendeley': '15', 'connotea': '0'}",15,1.5.4,"['Medicine', 'Health Sciences']",8.15,['neurosurgery'],Field Marshal Erwin Rommel: the head injury that may have prolonged the Second World War.,article,http://dx.doi.org/10.3171/2016.4.focus15486
